SMILES,BCUTc-1l,LipoaffinityIndex,MDEC-23,SHsOH,ATSc2,maxHsOH,hmin,WTPT-3,minsOH,BCUTc-1h,ATSc1,maxssO,nHBAcc,XLogP,ATSc4,ATSc5,ATSc3,minHBa,TopoPSA,BCUTp-1h
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccc(OCCN6CCCCC6)cc5C4=O,-0.361669821757585,9.1710511691884,39.2470178165072,0.977719161481091,-0.199970265588502,0.514339064760111,-0.236028751491414,16.8564769558235,9.793516802326,0.187541510983345,0.617053253294674,5.99787471186821,3.0,2.258,0.0258955706073042,0.0065497578789315,-0.129173825974698,2.38902891264682,87.07,14.1237878678324
Oc1cccc(c1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,-0.36137875476808,9.17848901654488,33.197541352771,0.954069349962207,-0.0348071457981482,0.480937736205593,0.155381944444444,5.08867857028074,9.93287530444276,0.110843655445793,0.116439211406854,0.0,0.0,4.378,-0.0012119312997743,0.0216502661568423,-0.0268895001626473,9.93287530444276,40.46,13.7076574458184
CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,-0.360523316571139,11.6538809480274,18.6191408727674,0.478191929693198,-0.21710645328911,0.478191929693198,-0.420509356988086,15.397348003058,9.90641264429201,0.185424882691316,0.460148141953596,6.50710667693913,1.0,4.263,0.161800579105278,-0.0805483141267645,-0.12639973430525,-1.40088643451756,67.23,13.3516086189674
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCC3)c4ccc(OCCN5CCCCC5)cc4,-0.360527678383813,12.4904615533172,29.6768937282106,0.459125571668507,-0.217040079175625,0.459125571668507,-0.456473075808948,15.4817796756676,10.013948075131,0.185447906310413,0.460175177478131,6.63382578124752,1.0,5.235,0.161524168651326,-0.080148167098606,-0.126453235746919,-1.35496565262456,67.23,13.4362339630545
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccnc3)c4ccc(OCCN5CCCCC5)cc4,-0.360531015409971,10.8473597535597,27.9486977663575,0.486885791497179,-0.2602636716118,0.486885791497179,-0.387968257214843,18.5123693523004,9.96182899601789,0.185464798466783,0.543090486339839,6.50723281072598,2.0,2.188,0.149322121759031,-0.102030100073933,-0.119383109127466,-1.54839157855048,80.12,13.2806715584197
CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,-0.360523410323344,11.5687537699995,22.6986935184942,0.484750571668507,-0.21697011362905,0.484750571668507,-0.396064912543641,15.4251000976188,9.88549270224112,0.185423547093493,0.460205731448375,6.48148167693913,1.0,4.648,0.161225598005523,-0.079742985947744,-0.126503928410386,-1.32616421229534,67.23,12.7228598126983
Oc1ccc(C[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4)cc1,-0.361379121840571,11.2372938618747,31.9963039174467,1.00287236983338,-0.233090891600328,0.529241055766146,-0.414507018552712,17.9921197738903,9.66114511788191,0.116691023547935,0.517817860109669,6.52715446920419,1.0,3.326,0.153431311734009,-0.0552986085239011,-0.139890215433406,-1.52650920368696,87.46,13.0581568569312
CC(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,-0.36052112363712,10.9248953124405,20.5076762396815,0.493816929693198,-0.217039208290436,0.493816929693198,-0.380509356988086,15.3952492602273,9.8422119640199,0.185412865065259,0.460175330812624,6.4418983436058,1.0,3.868,0.16152122591362,-0.0801685056297412,-0.12644855752211,-1.32565495303608,67.23,12.7228595816119
Oc1cccc(c1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,-0.361659257005747,6.06325294795078,33.7999108969698,0.990102513227513,-0.0738956866328391,0.498954317838246,-0.0260508786848072,10.3322813051319,9.89482258335433,0.187369626714136,0.375390045743025,0.0,2.0,1.723,-0.118521264843656,0.157060938050507,-0.0715022291922154,9.89482258335433,74.6,14.0262248794124
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccs3)c4ccc(OCCN5CCCCC5)cc4,-0.360524920354824,10.3327664912577,26.1030647521474,0.481991887176191,-0.219297628163867,0.481991887176191,-0.402476949580679,18.5181727877303,9.95529736021541,0.185448788289198,0.475488542311616,6.55847241767987,1.0,3.358,0.16330121625737,-0.0473156815449559,-0.141998934158351,-1.38634939748052,95.47,14.1643581038506
Oc1ccc2O[C@H]([C@@H](CC3CCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,-0.36052768735834,12.5406399554638,29.3738586216194,0.464750571668507,-0.216970114598355,0.464750571668507,-0.436881239074254,15.4631978190674,9.98783838125346,0.185447439447376,0.460205731376969,6.59089210777813,1.0,5.446,0.16122553287772,-0.0797429463333736,-0.126503941135931,-1.333489315176,67.23,12.9888597662532
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,-0.361379890281216,9.83715044674711,33.6859406368506,1.00352905294204,-0.203496358880548,0.527696699023602,-0.176472232493707,17.390520831746,9.71092919365128,0.194781922356674,0.486206231000951,5.93412007734189,2.0,2.72,0.113994815130811,-0.0163178925708845,-0.0965450751942331,-1.76914368513998,98.24,13.4594975830942
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(COCCN5CCCCC5)cc4,-0.374909976994081,11.1459874977977,31.2852551819987,0.990753490871449,-0.268678858719671,0.513287173639375,-0.410262815733803,17.9668298008345,9.76398596407142,0.10645709663295,0.548323257905517,6.51869438025729,2.0,2.387,0.173375422171031,-0.084485412049859,-0.121039825748694,-1.60335168778548,87.46,13.4046837305537
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)C5=CCNCC5,-0.361379104561279,8.92218554065224,35.3140400558931,1.00338894240102,-0.149957531840299,0.519604899404162,-0.404892723293021,14.5212115485941,9.72983623422181,0.106387114650341,0.348299285901287,6.5106246850592,1.0,2.473,0.0398660889973639,0.0004717955312377,-0.0783726992535685,-1.58278968563896,87.02,13.4432011832566
CN1CCN(CC1)c2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,-0.361379105559971,10.0531585728717,31.3853186276058,0.996090084741589,-0.218522801757912,0.515955470574445,-0.411961395286611,18.201636931199,9.74832722151087,0.106365919461572,0.456205974828379,6.52903115818565,2.0,2.304,0.146941686795826,-0.0287625442442337,-0.13692457089831,-1.58708080814346,81.4699999999999,13.4347745526355
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2CCCN4CCCCC4,-0.361379103911824,9.06621368783975,23.4401063020279,1.01638318790265,-0.154654329103438,0.526102022154979,-0.386546831695641,14.8882538408086,9.64832695146867,0.0903368934755109,0.365754755531525,6.4347227733686,1.0,2.915,0.0315384316769312,-0.049983084660523,-0.0751366968185412,-1.43437143650327,78.2299999999999,13.0508429705037
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(CCCN5CCCCC5)cc4,-0.361379106038784,12.0659359299076,32.5315575341373,0.983357871500425,-0.162292109091589,0.509589363953863,-0.422265309369038,14.9173966449675,9.76677504852572,0.106359633176122,0.370592240249621,6.54356713612281,1.0,3.726,0.0282934773144987,0.009503773995241,-0.0744891266264623,-1.57710378565555,78.2299999999999,13.4180467675892
CN1CCCN(CC1)c2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,-0.361379106311514,10.6986825161703,31.9753751409638,0.9872011958527,-0.213767507917948,0.51151102613,-0.421961395286611,18.2278188279086,9.76832722151087,0.106371602254823,0.453342485617029,6.54903115818565,2.0,2.662,0.104030490461907,-0.0204653638980791,-0.107209235080058,-1.59412090609265,81.4699999999999,13.4404428187597
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)C5CCNCC5,-0.36137910493976,9.65713120875987,35.3140400558931,0.996958140297145,-0.141657882836233,0.516389498352223,-0.413901014109347,14.5212115485941,9.73510962891828,0.106399687643983,0.344036015195435,6.52523990614764,1.0,2.641,0.0244929250376501,0.0022217235303304,-0.0749925755651844,-1.57140851279945,87.02,13.4375526939404
CCN1CCN(CC1)c2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,-0.361379106047244,10.6665532129104,31.7528437045975,0.989169669516675,-0.212715577297227,0.512495262961988,-0.418905839731056,18.3413627526839,9.7641211769607,0.106381695846651,0.454375071630217,6.54358005625727,2.0,2.727,0.147345849662366,-0.0208527275229495,-0.145451756830487,-1.59160770930498,81.4699999999999,13.4360028041625
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)N5CCNCC5,-0.361379105791132,9.00138526371343,31.3853186276058,1.00390258474158,-0.189137886749852,0.519861720574445,-0.403696932476694,17.9851504079199,9.73047999928865,0.106345954878045,0.429146486218274,6.51163446397077,2.0,2.065,0.121364215272623,-0.0037351938869741,-0.148190489581663,-1.58182517946612,90.2599999999999,13.4323182470295
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(CN5CCCCC5)cc4,-0.361379104276969,10.7047876871972,32.2588094540867,0.993563786253752,-0.171203902580156,0.514692321330527,-0.413727976919265,14.9425095896061,9.74638899213875,0.106336259172719,0.371481448428631,6.52930497122326,1.0,2.577,0.0365187514707638,0.0018962961053606,-0.0646666132817088,-1.57436010244261,78.2299999999999,13.4244434184557
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)N5CCCNCC5,-0.361379106583053,9.63284670701205,31.9753751409638,0.9950136958527,-0.18582475979459,0.51541727613,-0.413696932476694,18.0190799156532,9.75047999928865,0.106351784701416,0.425631615665786,6.53163446397077,2.0,2.423,0.0836360968249649,-0.0020397181251859,-0.115654536202492,-1.58886527741531,90.2599999999999,13.4379864936636
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,-0.391983434048946,7.62787505048238,23.1781462753493,0.756822011211892,-0.0433522181576011,0.499770093222474,0.0617644557823128,5.0930165084008,9.67718671264802,0.0849255848464294,0.132269931313037,0.0,1.0,3.472,0.005731973847931,0.007936967223582,-0.0250234428781001,9.67718671264802,40.46,11.4216544918843
CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1[C@H](O)c2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,-0.392176002651715,14.053336594891,31.4918460384133,0.5592521101356,-0.209106608697309,0.386097425301754,-0.0197797922089293,16.4985433817653,10.2097458492442,0.202635578041302,0.437563838680431,0.0,4.0,6.88099999999999,0.0307030607561341,-0.0383026547540538,0.0058631890039597,-1.31308216594073,106.3,13.8756105708979
CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,-0.328231851848434,11.4394810118079,32.0201974701658,0.700035101630849,-0.106892064845672,0.700035101630849,0.177222222222222,4.78291281040883,8.80278189734573,0.28342501049494,0.198533598166619,0.0,2.0,7.109,-0.0023242056416752,-8.66842462033551e-05,0.0100341127549609,8.80278189734573,37.3,12.9128788314545
C[C@]12CC[C@H]3[C@@H]([C@H](Sc4ccc(Br)cc4)C(O)c5cc(O)ccc35)[C@@H]1CC[C@@H]2O,-0.392153410763031,8.43521331596038,32.2545032534252,0.66738777401343,-0.080374256511613,0.417636936234293,0.0717793367346938,13.4182124291333,10.1142630322586,0.110503439776377,0.248694139524666,0.0,2.0,3.15999999999999,0.0514203121009024,-0.0356318734565708,-0.0571979988055455,-1.53836713697824,85.99,14.2443536422517
C[C@]12CC[C@H]3[C@@H]([C@@H](Cc4cc(O)ccc34)Sc5ccc(\C=C\C(=O)O)cc5)[C@@H]1CC[C@@H]2O,-0.392024770036501,10.1001354663251,37.3215218894487,1.2606135347098,-0.156143217802056,0.678249189784065,0.0561935594421857,13.0845532789898,8.85770120703635,0.283447373961415,0.347459430846847,0.0,3.0,3.398,0.0100359041870584,0.0196807583223845,-0.0196241691814251,-1.43636561534764,103.06,14.0255813365638
CN(C)C(=O)\C=C\c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@H]24)cc1,-0.392021688841522,11.9892603280694,37.3215218894487,0.562294900481297,-0.19449401571844,0.402506537857176,0.0506839591523657,13.7334219850803,10.1914628399521,0.226056922227686,0.350254839562183,0.0,3.0,3.33,-0.0327371586823623,0.0202364141386634,0.0591491301705706,-1.4140199363353,86.07,13.9962956165186
CCCCN(C)C(=O)CCCCCCCCCCS[C@H]1[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)c4ccc(O)cc4C1=O,-0.392373339276026,13.6076046772886,31.4918460384133,0.555429410631223,-0.213131603928793,0.403041869746199,-0.182296403881529,16.4985433817653,10.1686347381331,0.202350548969412,0.4805887550897,0.0,4.0,6.897,0.0307911211235346,-0.0460217585704771,-0.004207550857827,-1.41261920297777,103.14,13.7524085572355
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,-0.392371932725853,16.4802394413743,30.535310109253,0.553176289114326,-0.216871889172084,0.397947232173691,0.0386733234597606,22.6629883140212,10.1439412075285,0.4629243956298594,0.710045241457818,0.0,2.0,7.809649550510638,0.191626652613593,0.0049553489909797,-0.273401975546204,10.1439412075285,76.74,12.681310213671
CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,-0.392035072500047,16.4162144216794,30.9786487878518,0.529476675370452,-0.181528437447777,0.386097425301754,-0.0217329172089293,13.8949640090244,10.2030791825775,0.202620944522378,0.354610861467205,0.0,3.0,7.809649550510638,-0.0208344411443543,0.0146589090677838,0.0341837455262391,-0.997109943718515,86.07,13.6743218801021
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCC5)cc4,-0.361379876189214,10.6151443047843,30.657434384668,0.953586780965446,-0.180086873110257,0.501680413336579,-0.198261915303311,17.954802526171,9.78355745593312,0.0988075573412035,0.393347819044084,6.03780922413859,1.0,2.56499999999999,0.141169493672347,-0.0238373042652994,-0.106157959620728,-1.42576686199719,103.53,14.6868093973494
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccc(O)c3)c4ccc(OCCN5CCCC5)cc4,-0.361374066969596,9.81699446615493,30.5289608266781,0.944573627744615,-0.235768821815893,0.483799371744092,-0.395939986340419,17.9611450538011,9.96440101247879,0.116928106798753,0.519243086807079,6.48141512007312,1.0,2.606,0.183957969471332,-0.0932488013898163,-0.138930849083364,-1.63937461373987,87.46,13.4221503407246
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,-0.361379876809121,11.280524588608,30.9010635919051,0.947413941459273,-0.180523233295611,0.498593993583492,-0.218670078568617,18.0111135322985,9.79744634482201,0.0988340207878157,0.393238353983771,6.0786255506692,1.0,2.92299999999999,0.142573077326494,-0.0239666103928874,-0.107399275409349,-1.4301130449148,103.53,14.6882250564577
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,-0.361374837106718,11.1645617203773,30.7910132228558,0.88270240140368,-0.180779045289922,0.44881994787578,-0.218670078568617,18.0174563848096,10.0575080083635,0.0989040240372906,0.393010722791954,6.07590401715221,1.0,2.92299999999999,0.150517866501231,-0.0548261141258257,-0.105091939529706,-1.46548005591674,103.53,14.7030120343582
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)c(Br)c4,-0.361374836776703,11.2150343623879,32.0038162844321,0.863592361611822,-0.184546211021081,0.440172871046885,-0.284063597087136,20.5859630848069,10.1016279961199,0.100174264771902,0.412217070093568,6.26514012826332,1.0,3.67599999999999,0.194599855718569,-0.0749055036881881,-0.133013700689202,-1.46472419801802,103.53,15.0920109454655
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)c(Br)c4,-0.361379876218287,11.336691099739,32.1632968667481,0.930119787801483,-0.184290403774559,0.489946916754597,-0.284063597087136,20.5796333829702,9.84156633257836,0.100122985977468,0.412444701110249,6.26786166178031,1.0,3.67599999999999,0.186651097241524,-0.0441053189359891,-0.135321206010525,-1.42935718701609,103.53,15.0773074671997
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCC5)c(Br)c4,-0.36137987559838,10.6719494887549,31.798559905073,0.936292627307656,-0.183854043587191,0.493033336507684,-0.26365543382183,20.5229080607225,9.82767744368947,0.100082568184837,0.41255416617059,6.2270453352497,1.0,3.31799999999999,0.185247522390324,-0.0439757496738157,-0.134079890049632,-1.42501100409848,103.53,15.0758903263448
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,-0.361374067353564,10.4762779139226,30.7910132228558,0.938027000379072,-0.236205182001247,0.480712951991006,-0.401857146103732,18.0174563848096,9.97828990136768,0.116955626503784,0.519133621746766,6.49324943959975,1.0,2.964,0.185361553125446,-0.0933781075219985,-0.140172164871985,-1.64372079665748,87.46,13.4228590556038
CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCNCC4,-0.360520985496622,11.2070661327095,21.6994162287011,0.567718035821411,-0.5112789588659,0.567718035821411,-0.0203542569843978,27.4460220376109,9.47951496648267,0.210918284687556,0.563048286694324,0.0,7.0,1.581,-0.4276936318647828,0.314348935308987,0.2766708942607968,0.914151349136538,89.44,9.89687329694656
CN(CCCc1ccc(F)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCNCC4,-0.360521348897785,11.2569683420276,21.6994162287011,0.571529764216473,-0.523379928475092,0.571529764216473,-0.0077535019594002,27.4460220376109,9.46287916401353,0.210910595752802,0.6010626218635,0.0,7.0,1.12,-0.4276936318647828,0.3180881182266,0.2766708942607968,2.04370271398274,89.44,9.89484369769159
CN(C[C@@H]1C[C@@H]1c2ccccc2)c3nc(NCCc4ccc(O)cc4)nc(n3)N5CCNCC5,-0.360520605373322,11.3432989018119,24.9172587615225,0.565835319772028,-0.502664512609111,0.565835319772028,-0.0347851824001718,24.9254770426852,9.48854688385616,0.210913992501525,0.537522835425716,0.0,7.0,1.95099999999999,-0.4276936318647828,0.309306510655435,0.2766708942607968,2.17275363990867,89.44,9.98599703544056
CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCN(Cc5csc(C)n5)CC4,-0.360535313485684,13.2086755624584,26.8068900462595,0.550372182247769,-0.580146439384459,0.550372182247769,-0.116720000288489,33.9733164667802,9.57274325278981,0.211052055942099,0.680600256764164,0.0,8.0,2.285,-0.328126126032508,0.271985665921093,0.2766708942607968,-0.893909111101296,121.779999999999,10.0834600980376
CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCN(CCO)CC4,-0.394536982102913,11.400512506956,22.7702319490047,1.10275492544355,-0.567800779356477,0.560351578208955,-0.063432963251452,30.3273582027539,9.25671687971788,0.210969141625915,0.681242111357116,0.0,8.0,1.11099999999999,-0.311088119919604,0.289597106867428,0.2766708942607968,0.902201336214203,100.88,10.0220406286741
Oc1ccc(CCNc2nc(SCCCc3ccc(Cl)cc3)nc(n2)N4CCNCC4)cc1,-0.360514425833947,10.2366788640847,21.6994162287011,0.56913416677814,-0.443927558775842,0.56913416677814,-0.0454957178897476,27.2776255457323,9.46523418751172,0.209460329403591,0.505263890614387,0.0,6.0,1.88999999999999,-0.31880871470786,0.175567960693363,0.2766708942607968,-1.30904389260172,111.5,11.1725439390906
COc1cccc2OC(c3ccccc3)c4c(Br)c(NS(=O)(=O)C)ccc4c12,-0.348067915885914,8.40638963235722,25.050360499607,0.0,-0.244445370738656,0.0,-0.363047760770974,19.6135120999443,0.0,0.269395927845753,0.498150449313352,6.44517361111111,3.0,2.784,-0.0484926523788315,0.0879840001899384,0.0084004395991615,2.81613473167044,73.01,13.3233223653559
Oc1ccc(cc1)C(=C(CC(F)(F)F)c2ccccc2)c3ccc(O)cc3,-0.361398870382761,10.2667392563538,29.7625003269098,1.11355088389044,-0.188796375741977,0.55677544194522,0.349737772423784,12.1849137540402,9.55838153163775,0.393363432436091,0.374643120587001,0.0,0.0,5.401,0.0017466621801265,0.0021042629014033,-0.0047721679583807,9.55838153163775,40.46,12.7832887391462
Oc1ccc(cc1)C(=Cc2ccccc2)c3ccc(O)cc3,-0.361398870385983,8.42865968097278,25.750926078511,1.13949224191513,-0.0351604050527667,0.569746120957565,0.2734375,5.05253639730079,9.48262433524067,0.116801150025077,0.109984020137801,0.0,0.0,4.176,-0.0013973388715515,-1.87505312291444e-05,-0.0183771318894432,9.48262433524067,40.46,11.8622883419578
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,-0.344497991228574,13.446862350957,29.4478059469952,0.0,-0.14000252591956,0.0,-0.130585669165891,6.02871600006107,0.0,0.0761179274658779,0.246040826344502,5.87098820026173,1.0,6.342,0.134300266447517,-0.0798024237368307,-0.0517990411205561,2.12301616756793,12.47,12.8652930832195
CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,-0.361398870382761,9.19236293966515,29.7625003269098,1.08355088389044,-0.0354343845048346,0.54177544194522,0.190334467120181,5.0534313229932,9.60912227237849,0.0740539298236936,0.111232714974139,0.0,0.0,5.032,-0.0021751783997319,-0.0032428381404697,-0.0187392485008031,9.60912227237849,40.46,12.8174134133049
CCCCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,-0.361398870382761,10.4265622544587,32.7858727119901,1.0470219582706,-0.0354419781256248,0.523510979135302,0.164709467120181,5.05534897837455,9.69335296312433,0.0736366164099143,0.111228680537639,0.0,0.0,6.17,-0.0021799508485558,-0.0032457531846111,-0.0187216112546601,9.69335296312433,40.46,13.0531957070013
CC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,-0.361398870382761,8.67246920478231,27.2820580968933,1.10824224191513,-0.0356664753424081,0.554121120957565,0.218112244897959,5.05087444915139,9.55192705632911,0.075751596028785,0.111463246609598,0.0,0.0,4.568,-0.0021346213389807,-0.0031544579341001,-0.0186635174514702,9.55192705632911,40.46,12.5030380741414
CCCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,-0.361398870382761,9.79131687369555,31.522200199432,1.06355088389044,-0.0354419214507719,0.53177544194522,0.174709467120181,5.0547097599141,9.65529511188466,0.0736319056711801,0.111228690781203,0.0,0.0,5.601,-0.0021805349623644,-0.0032455808323292,-0.0187213580414741,9.65529511188466,40.46,12.9746014518098
