SMILES,BCUTc-1l,LipoaffinityIndex,MDEC-23,SHsOH,ATSc2,maxHsOH,hmin,WTPT-3,minsOH,BCUTc-1h,ATSc1,maxssO,nHBAcc,XLogP,ATSc4,ATSc5,ATSc3,minHBa,TopoPSA,BCUTp-1h,PIC50,ADMET
COc1cc(O)c2C(=O)c3c(Oc2c1)oc4cc(O)ccc34,-0.360985430401383,3.26435533460116,16.0219638404466,1.12757121598639,-0.258954469513732,0.605116331254724,-0.0088194444444444,16.9383669218978,9.50103000518134,0.308032592100985,0.635790182884423,5.5868962585034,1.0,1.64,-0.4276936318647828,0.4590477628592122,0.095167927435147,5.04400579308858,89.13,10.0455155773859,5.56415563401556,3
Oc1cc(O)c2C(=O)c3oc4c(cc(O)cc4c3Oc2c1)C#N,-0.361277739166936,1.6077850029132,16.6676488832466,1.73117232772738,-0.152565870899398,0.600450444066515,-0.0574305555555554,19.1714189364104,9.53569226610397,0.240969531297488,0.664805587039105,5.56217403628118,2.0,0.888,-0.174299377964853,0.139864005660973,-0.144904540060545,5.44011172524565,123.92,10.0200757062005,5.80966830182971,3
Oc1cc(O)c2C(=O)c3sc4ccccc4c3Oc2c1,-0.360915088164333,2.84302507702926,15.7644975167585,1.11742436171999,-0.0863821124805251,0.5875106292517,-0.115300925925925,14.1034631031839,9.53702199861426,0.250464736910986,0.382940884160382,5.80643518518518,1.0,1.513,-0.247492987533942,0.243738532629421,-0.045669587168312,-1.62242318069203,95.0,11.8997724602944,5.4350973274708,3
CC1=C(c2ccc(O)cc2)C3(Cc4ccccc4C3)c5ccc(O)cc15,-0.361388763058744,9.44690846902813,33.5634060534428,0.968949441461616,-0.035076578054221,0.515789483033801,0.145833333333333,5.07795304290405,9.72505209493755,0.0754272513844353,0.118223277475073,0.0,0.0,4.77,-0.0044434283496109,0.0213370553370135,-0.0291110416735253,9.72505209493755,40.46,14.0098973552604,7.72124639904717,4
Oc1ccc2CC3(Cc2c1)C(=Cc4ccccc34)c5ccccc5,-0.360455076756344,10.3695266592694,31.3557494851029,0.483305148735343,-0.0181369834142936,0.483305148735343,0.147250566893424,2.54850565647767,9.89120946373652,0.0746490009993355,0.0610758334823483,0.0,0.0,5.514,0.008847806039616,0.0108815580717394,-0.0182854996401479,9.89120946373652,20.23,13.6748185864636,7.23657200643706,4
Oc1ccc2c(C=C(c3ccccc3)C24Cc5ccccc5C4)c1,-0.360444379617954,10.3939899770093,31.3980334444921,0.480937736205593,-0.0170438554094023,0.480937736205593,0.143663194444444,2.55364741926919,9.92876007810531,0.11077290064963,0.0614861186419785,0.0,0.0,5.514,8.85118827103346e-05,0.0117828966374045,-0.0168163787432805,9.92876007810531,20.23,13.6782684121334,7.61978875828839,3
Oc1cc(O)c2C(=O)c3oc4c(Br)cc(O)cc4c3Oc2c1,-0.361270619565119,2.04411084441604,13.8747531986012,1.69711311419286,-0.138951211747796,0.594987481103552,-0.0726054526748971,19.2112889151617,9.55004411795582,0.242485667663987,0.583146229311545,5.65306069958847,1.0,2.0,-0.106900564253904,0.077376423801795,-0.155688928519209,5.62981079931972,100.13,10.7134957147685,5.89962945488244,3
Oc1ccc2oc3C(=O)c4c(O)cc(O)cc4Oc3c2c1,-0.361302712954053,2.2309053850676,15.7147059430865,1.76234516723356,-0.140231547182605,0.605450444066515,-0.0435416666666668,16.6562754302815,9.49657703976652,0.242466905111509,0.562093788195129,5.57208333333333,1.0,1.24699999999999,-0.124185513231205,0.0951514235162493,-0.136561151576866,5.44057468820861,100.13,9.63042119067814,5.53003079050004,3
OC[C@]12CC[C@H]([C@H](C1)C=CC2)c3ccc(O)cc3,-0.395200048735226,6.6488704450507,16.3188005195386,0.996931177563618,-0.0505782131030592,0.568915540753338,0.122111678004535,5.01680949181026,9.36340970647518,0.0819165103393854,0.142995411335622,0.0,1.0,2.81699999999999,-0.0096163311670423,0.0090145070038304,-0.0148106297323094,9.36340970647518,40.46,11.0380748922664,6.25963731050576,4
Oc1cccc(c1)C2=Cc3ccc(O)cc3C24Cc5ccccc5C4,-0.361383837463975,9.12343947242168,33.307192733368,0.920662320483749,-0.0353477649621403,0.473131613756613,0.158969316893424,5.09049119637672,9.97205141933316,0.110894958278662,0.11614691799006,0.0,0.0,4.378,0.0078156966366553,0.0083465847139796,-0.0256649364569288,9.97205141933316,40.46,13.7370464279496,7.50863830616573,4
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6occc6,-0.361379885982374,8.91301893996898,40.0925440412161,0.989119579121797,-0.314297195289341,0.521089043801999,-0.0764214551570421,23.424942321695,9.75466693571575,0.257422221020228,0.662794811652831,0.0,4.0,2.266,0.250771740165373,-0.174235772044777,-0.125712484662608,-1.81649945944098,122.46,13.4815856336959,8.57675412606319,3
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6cccc(Cl)c6,-0.361379884306961,10.516141220279,43.6511397281629,0.976266230142818,-0.264702205870535,0.514987238032896,-0.0909690643485261,22.9639020821399,9.77927970433243,0.233987908729652,0.551791030249548,0.0,4.0,2.855,0.0596632760775895,-0.127447759800417,-0.0139838130438447,-1.81562199911589,109.32,13.4819780507176,9.33724216831843,3
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccc(Cl)cc6,-0.361379884302288,10.5355773066488,43.7113041648712,0.97671082763287,-0.265984276345987,0.51519367029801,-0.0902830325412558,22.9601726529404,9.77826457872976,0.233923986010399,0.551488559216455,0.0,4.0,2.855,0.0629309313680111,-0.0626167246199024,-0.0186972565562589,-1.81550995134316,109.32,13.4819183182052,9.10790539730952,3
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6Cl,-0.361379884327403,10.4792914864063,43.4948370010294,0.975751313096807,-0.258717183990225,0.514749072807958,-0.0918072967608323,22.9769550843383,9.78045151865737,0.235885765411132,0.554426989818741,0.0,4.0,3.066,-0.0155320693722246,0.0152073473427587,-0.0134380966442212,-1.81575372929979,109.32,13.4820975270535,8.76447155309245,3
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccc(cc6)[N+](=O)[O-],-0.361379885451216,8.82632603901097,43.7113041648712,0.980962914444053,-0.256876405271288,0.517222922935901,-0.088233456923972,28.3143294725577,9.77313195752622,0.23394172087511,0.58329644597797,0.0,4.0,2.495,0.058084019402808,-0.0494824502258156,-0.0296075399601019,-1.85271977553303,152.459999999999,13.4818955283895,8.66756154008439,3
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6[N+](=O)[O-],-0.361379885483989,8.65402884236111,43.4948370010294,0.98090026700483,-0.245011629164347,0.517194588051093,-0.0891303000362169,28.3445414839552,9.77428056879595,0.23622901925889,0.587436275832444,0.0,4.0,2.706,-0.0184026640148394,-0.12997255640657,-0.0068720989067592,-1.86226712291977,152.459999999999,13.4820059316324,8.44611697335613,3
COc1ccc2[C@H]([C@H](OCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,-0.377544951527089,13.2672298251059,33.3104824754646,0.0,-0.312545903668208,0.0,-0.363401515658217,12.42895714661,0.0,0.0950340547529489,0.567202929324891,6.41679316143643,2.0,2.553,0.180694223645414,-0.109358560346633,-0.0743648835618444,2.47559328125213,30.93,12.3440289543582,7.4089353929735,3
COc1ccc2[C@H]([C@H](SCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,-0.377508252281018,14.1775628236305,33.3104824754646,0.0,-0.234777926003197,0.0,-0.207446969241476,12.42895714661,0.0,0.0785929698823813,0.425818394598721,6.07660264974523,1.0,3.081,0.163892560828767,-0.0748002371842131,-0.0692653161834126,-1.10495725420346,47.0,13.7617889868361,7.88605664769316,3
COc1cc(O)c(Br)c2cc(oc12)c3ccc(O)cc3,-0.360875950380171,4.96018863871643,15.9560736886041,1.12357699599582,-0.161204456522105,0.610260433259621,-0.0885185185185186,13.6020785903139,9.33173457501559,0.14301396495042,0.408372598057739,5.26384023053665,0.0,2.598,0.0614572834425717,-0.0762415391136526,-0.0789906289554888,5.26384023053665,62.83,11.0744304012245,7.67778070526608,3
COc1cc(O)c(Br)c2cc(oc12)c3ccc(O)c(F)c3,-0.359207353991388,5.31380987713799,15.6776278845691,1.15982699599582,-0.169318581758815,0.641510433259621,-0.0746296296296296,16.1182827763038,9.24377161205263,0.153856066819431,0.484463744282955,5.21349300831443,0.0,2.714,0.0912516064710835,-0.128358521886584,-0.128815407910258,5.21349300831443,62.83,11.0730094658036,6.47495519296315,4
COc1cc(O)c(Cl)c2cc(oc12)c3ccc(O)cc3,-0.360831905692282,5.09626185637707,15.9560736886041,1.12514335402051,-0.161687175957434,0.610476482642337,-0.0876543209876545,13.6020785903139,9.32892593304029,0.155571190121292,0.42095690976021,5.25603844727191,0.0,2.42199999999999,0.0567672219280575,-0.0793283400732586,-0.084432449765694,0.509730150176211,62.83,10.2969742697079,6.94309514866353,3
COc1cc(O)c(C#N)c2cc(oc12)c3ccc(O)cc3,-0.360929143067155,4.36538444241034,18.5704366720549,1.1631834774773,-0.174133055377981,0.615723396222584,-0.0666666666666668,13.56752949145,9.31738272316374,0.156051483390372,0.489952993718382,5.17295356722936,1.0,1.486,0.0189723227994525,-0.105150464601387,-0.0597531888985644,5.17295356722936,86.62,10.0374756366796,5.78251605578609,3
Oc1ccc(cc1)c2oc3c(CC#N)cc(O)c(Cl)c3c2,-0.361101726621351,4.77451575518544,20.1418298451338,1.09316447431436,-0.0935215575645423,0.604608714047296,-0.130154320987654,13.2624370360797,9.34479370163533,0.15544490177601,0.367982820866694,0.0,1.0,1.675,-0.0134161477512418,-0.0698712580051246,-0.0622865231385877,0.482357858667014,77.39,10.5161622104673,6.20411998265593,3
CCCCOc1cc(ccc1O)c2oc3cc(O)ccc3n2,-0.360695112194072,5.75802763480611,17.4894336328624,1.13869630637612,-0.21789807968907,0.603315306754055,-0.0510404856386998,14.4856198779856,9.47021742335664,0.18071342384237,0.456651388423165,5.57308867682875,1.0,2.74399999999999,0.0302062292681321,-0.0905642611625871,-0.0374932068638446,5.57308867682875,75.72,9.6207234638882,5.20481541031758,3
Oc1ccc2c(noc2c1)c3ccc(O)c(Cl)c3,-0.360742514111536,4.34247054463566,15.6880356771946,1.18663910934744,-0.0260058809819683,0.61929650100781,0.191490142353237,13.8412185927137,9.37628516838834,0.147374464720195,0.237945956583344,0.0,0.0,2.122,-0.0146652810837679,0.005695650777883,-0.0807877979087077,0.576507046119773,66.49,10.0831270336185,6.56383735295924,3
Cc1cc(ccc1O)c2noc3cc(O)ccc23,-0.361221388018921,4.82974072651591,15.6880356771946,1.18842923280423,-0.0281555997657384,0.619543414588057,0.191994047619047,11.3162383874914,9.3697419585118,0.120105802712282,0.20408577709405,0.0,0.0,1.726,-0.0449372730510428,0.0327898442197264,-0.0453669457448859,5.18188137755102,66.49,9.90851613138184,6.36552272983927,3
CCCc1cc(O)ccc1c2noc3cc(O)ccc23,-0.361348664674953,5.93850974081674,19.2771845425338,1.14213314993888,-0.0277275675705911,0.598933272765794,0.148591269841269,11.3541762757041,9.4644484723029,0.120095061545467,0.205216628061003,0.0,0.0,2.97,-0.0269173789390186,0.0241638262734755,-0.0557513723635542,5.2751525888133,66.49,10.6944327492079,7.30102999566398,3
CCCc1cc(ccc1O)c2noc3cc(O)ccc23,-0.361216845929342,5.90963523465496,18.9287618891617,1.10544254777209,-0.0280873346129883,0.604334507333695,0.164023368606701,11.3605567959177,9.4397098189342,0.120094409066443,0.203805176647135,0.0,0.0,2.759,-0.043673669792463,0.0316245108997815,-0.0459001643435831,5.24185397770219,66.49,10.1442826671802,6.67778070526608,3
